run_id,approach,tier,kvrocks_addr,seed,ingest_ms,cutover_ms,cleanup_ms,duration_ms,ingest_errors,cutover_errors,cleanup_errors,records_written,records_deleted
20260505T061652Z,approach-a,medium,127.0.0.1:6666,42,4115,0,73,4330,0,0,0,10000,0
