run_id,approach,tier,kvrocks_addr,seed,ingest_ms,cutover_ms,cleanup_ms,duration_ms,ingest_errors,cutover_errors,cleanup_errors,records_written,records_deleted
20260505T041803Z,approach-d,small,127.0.0.1:6666,42,410,0,0,562,667,0,0,333,0
