run_id,approach,tier,kvrocks_addr,seed,ingest_ms,cutover_ms,cleanup_ms,duration_ms,ingest_errors,cutover_errors,cleanup_errors,records_written,records_deleted
20260505T043249Z,approach-c,small,127.0.0.1:6666,42,532,0,0,926,663,0,0,337,0
