run_id,approach,tier,kvrocks_addr,seed,ingest_ms,cutover_ms,cleanup_ms,duration_ms,ingest_errors,cutover_errors,cleanup_errors,records_written,records_deleted
20260505T061703Z,approach-c,medium,127.0.0.1:6666,42,2687,0,70,2910,0,0,0,10000,0
